title,description,artist,country,culture,teaserText,url,image,regularImage,largeImage,date,medium,accessionNumber,galleryInformation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Hercules, wearing a lion skin, raising his club to kill the the three-headed dog Cerberus, from a   of six engravings of Herculean subjects","Possibly by Jacob Binck (German, Cologne 1494/1500–1569 Kaliningrad (Königsberg))",Jacob Binck,unknown,unknown," Possibly by Jacob Binck (German, Cologne 1494/1500–1569 Kaliningrad (Königsberg))   Date: ca. 1520–39Accession Number: 49.95.170 ",/art/collection/search/647216?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=373,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,16th Century,Engraving,50.37.50,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Highland Shepherd' s Dog in the Snow (A Highland Shepherd' s Dog Rescuing a Sheep from a Snowdrift),"After Sir Edwin Henry Landseer (British, London 1802–1873 London)",Sir Edwin Henry Landseer,unknown,unknown," After Sir Edwin Henry Landseer (British, London 1802–1873 London)   Date: March 7, 1836Accession Number: 59.600.255 ",/art/collection/search/654107?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=374,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th Century,Litograph,69.04.15,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Horsemen with Dog,Unidentified artist,Unidentified artist,China,China, Unidentified artist  Accession Number: 29.100.468 ,/art/collection/search/51563?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=375,https://images.metmuseum.org/CRDImages/as/mobile-large/DP156814.jpg,as/web-additional/DP156814.jpg,as/web-large/DP156814.jpg,unknown,Illustration,30.47.48,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Horses and Dog,"Anonymous, 17th century","Anonymous, 17th century",unknown,unknown," Anonymous, 17th century  Date: 17th centuryAccession Number: 47.8.4 ",/art/collection/search/335685?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=376,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801486.jpg,dp/web-additional/DP801486.jpg,dp/web-large/DP801486.jpg,18th Century,Illustration,47.08.04,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Hot Dog Bean from C bell' s Soup II,"Andy Warhol (American, Pittsburgh, Pennsylvania 1928–1987 New York)",Andy Warhol,unknown,unknown," Andy Warhol (American, Pittsburgh, Pennsylvania 1928–1987 New York)   Date: 1969Accession Number: 1972.724.6 ",/art/collection/search/394978?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=377,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Screenprint,1984.04.06,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Hound from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1920–29Accession Number: Burdick 335, V22.2 ",/art/collection/search/841077?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=378,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V22.2",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"House among Trees, at Right Man and Dog on a Footbridge","Jacob van Ruisdael (Dutch, Haarlem 1628/29–1682 Amsterdam)",Jacob van Ruisdael,unknown,unknown," Jacob van Ruisdael (Dutch, Haarlem 1628/29–1682 Amsterdam)   Date: 17th centuryAccession Number: 1975.131.163 ",/art/collection/search/348119?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=379,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP800668.jpg,dp/web-additional/DP800668.jpg,dp/web-large/DP800668.jpg,18th Century,Illustration,1.975.131.163,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Hunter and Dog and Ruffed Grouse,"Laura Gardin Fraser (American, 1889–1966)",Laura Gardin Fraser,unknown,unknown," Laura Gardin Fraser (American, 1889–1966)   Date: 1930Accession Number: 33.152.1,2 ",/art/collection/search/487729?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=380,https://images.metmuseum.org/CRDImages/ma/mobile-large/33.152.1 - obverse.jpg,ma/web-additional/33.152.1 - obverse.jpg,ma/web-large/33.152.1 - obverse.jpg,20th Century,Bronze,35.32.01,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
A Hunter with a Dog,"Mortier (French, active ca. 1790–1800)",Mortier,unknown,unknown," Mortier (French, active ca. 1790–1800)   Date: 1794–95Accession Number: 25.106.15 ",/art/collection/search/437166?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=381,https://images.metmuseum.org/CRDImages/ep/mobile-large/DP327725.jpg,ep/web-additional/DP327725.jpg,ep/web-large/DP327725.jpg,18th Century,Ivory,26.46.15,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Hunter with Dog (Jäger mit Hund),"Anonymous, Austrian, Viennese, 20th century",unknown,unknown,unknown," Anonymous, Austrian, Viennese, 20th century  Date: 1911Accession Number: WW.751 ",/art/collection/search/390760?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=382,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP845417.jpg,dp/web-additional/DP845417.jpg,dp/web-large/DP845417.jpg,20th Century,Lithograph,WW.751,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The Hunter' s Dog,"Lithographed and published by Nathaniel Currier (American, Roxbury, Massachusetts 1813–1888 New York)",Nathaniel Currier,unknown,unknown," Lithographed and published by Nathaniel Currier (American, Roxbury, Massachusetts 1813–1888 New York)   Date: 1838–46Accession Number: 63.550.473 ",/art/collection/search/850336?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=383,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,72.17.53,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Hunting Dog,unknown,unknown,Europe,European, Date: 15th–16th century or laterAccession Number: 55.61.21 ,/art/collection/search/468493?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=384,https://images.metmuseum.org/CRDImages/cl/mobile-large/sf55-61-21s5.jpg,cl/web-additional/sf55-61-21s5.jpg,cl/web-large/sf55-61-21s5.jpg,16th Century,Wrought iron,56.01.21,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Hurdy-Gurdy Player with his Dancing Dog,"Cornelis Dusart (Dutch, Haarlem 1660–1704 Haarlem)",Cornelis Dusart,unknown,unknown," Cornelis Dusart (Dutch, Haarlem 1660–1704 Haarlem)   Date: 1685Accession Number: 1981.1197.2 ",/art/collection/search/334366?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=385,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,17th Century,Etching,2000.57.02,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Ibex and Dog from the Tomb of Qenamun,Nina de Garis Davies (1881–1965),Nina de Garis Davies,unknown,unknown, Nina de Garis Davies (1881–1965)   Date: ca. 1427–1400 B.C.Accession Number: 30.4.59 ,/art/collection/search/548583?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=386,https://images.metmuseum.org/CRDImages/eg/mobile-large/eg30.4.59.jpg,eg/web-additional/eg30.4.59.jpg,eg/web-large/eg30.4.59.jpg,2000-1000 BCE,Illustration,30.04.59,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjU4NzY1LDQwLjc3OTc2NzVAbG1AODE5NjIxNjY4MDAz' target='_blank'>Gallery 135</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"In the foreground, the priest speaks with the godmother and a man threatens a dog with a stick in the foreground, from a   of two plates representing chapels for baptisms, plate 1","Jean Le Pautre (French, Paris 1618–1682 Paris)",Jean Le Pautre,unknown,unknown," Jean Le Pautre (French, Paris 1618–1682 Paris)   Date: 17th centuryAccession Number: 62.602.492 ",/art/collection/search/434387?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=387,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th Century,Etching,72.10.12,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Incense Burner in the Shape of a Dog,unknown,unknown,China,China," Date: first half of the 19th centuryAccession Number: 79.2.1006a, b ",/art/collection/search/47376?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=388,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1006a_S2_sf.jpg,as/web-additional/79_2_1006a_S2_sf.jpg,as/web-large/79_2_1006a_S2_sf.jpg,20th Century,Porcelain,"79.2.1006a, b",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Indian Hunter and His Dog,"Paul Manship (American, St. Paul, Minnesota 1885–1966 New York)",Paul Manship,unknown,unknown," Paul Manship (American, St. Paul, Minnesota 1885–1966 New York)   Date: 1926Accession Number: 29.162 ",/art/collection/search/487659?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=389,https://images.metmuseum.org/CRDImages/ma/mobile-large/DP271631.jpg,ma/web-additional/DP271631.jpg,ma/web-large/DP271631.jpg,20th Century,Bronze,31.42.00,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM0ODAzLDQwLjc4MDYxMzA4QGxtQDY4MzIyMTcyOTI0Mw==' target='_blank'>Gallery 774</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"An indigenous woman seated on the ground, her dog alongside","Pablo Esteban O' Higgins (American, Salt Lake City, Utah 1904–1983 Mexico City)",Pablo Esteban O'Higgins,unknown,unknown," Pablo Esteban O' Higgins (American, Salt Lake City, Utah 1904–1983 Mexico City)   Date: ca. 1935–38Accession Number: 39.16.18 ",/art/collection/search/715274?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=390,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP879905.jpg,dp/web-additional/DP879905.jpg,dp/web-large/DP879905.jpg,20th Century,Lithograph,39.16.18,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Inscribed block with bowman and dog,unknown,unknown,unknown,unknown, Date: ca. 2051–2000 B.C.Accession Number: 26.3.354a ,/art/collection/search/545395?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=391,https://images.metmuseum.org/CRDImages/eg/mobile-large/is26.3.354a1.jpg,eg/web-additional/is26.3.354a1.jpg,eg/web-large/is26.3.354a1.jpg,3000-2000 BCE,Limestone,26.3.354a,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjE0Njc1LDQwLjc3OTk2MjgzQGxtQDU3NTk5NTIzNzAyMA==' target='_blank'>Gallery 107</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Interior Scene and Study of a Dog (from Sketchbook),"Francis William Edmonds (American, Hudson, New York 1806–1863 Bronxville, New York)",Francis William Edmonds,USA,American," Francis William Edmonds (American, Hudson, New York 1806–1863 Bronxville, New York)   Date: ca. 1838 and afterAccession Number: 1987.196.3oo recto ",/art/collection/search/14974?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=392,https://images.metmuseum.org/CRDImages/ad/mobile-large/246965.jpg,ad/web-additional/246965.jpg,ad/web-large/246965.jpg,20th Century,Illustration,1987.196.3oo recto,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Irish Wolfhound from Our Friend – the Dog Educational Pictures ,unknown,unknown,unknown,unknown, Date: ca. 1950–55Accession Number: 63.350.536.608.4.10 ,/art/collection/search/814546?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=393,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882428.jpg,dp/web-additional/DPB882428.jpg,dp/web-large/DPB882428.jpg,20th Century,Lithograph,63.350.536.608.4.10,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Ivory Dog,Sheokjuk,Sheokjuk,Canada,Inuit, Sheokjuk  Date: 1951Accession Number: 69.269.51 ,/art/collection/search/309609?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=394,https://images.metmuseum.org/CRDImages/ao/mobile-large/69.269.51.jpg,ao/web-additional/69.269.51.jpg,ao/web-large/69.269.51.jpg,20th Century,Ivory,73.29.51,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Jacob meeting Rachel at the well, with a flock of sheep and a dog drinking from pond between them","Edmé Jeaurat (French, Vermenton 1688–1738 Paris)",Edmé Jeaurat,unknown,unknown," Edmé Jeaurat (French, Vermenton 1688–1738 Paris)   Date: ca. 1710–38Accession Number: 51.501.2814 ",/art/collection/search/764919?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=395,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th Century,Engraving,515.25.34,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Jail Dog,"Tony Fitzpatrick (American, born 1958)",Tony Fitzpatrick,unknown,unknown," Tony Fitzpatrick (American, born 1958)   Date: 2014Accession Number: 2022.94.6 ",/art/collection/search/832352?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=396,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP889599.jpg,dp/web-additional/DP889599.jpg,dp/web-large/DP889599.jpg,21st Century,Etching,2023.34.06,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Jug in the form of a bear hugging a small dog,Style of Astbury-Whieldon,Astbury-Whieldon,Great Britain,"British, Staffordshire"," Style of Astbury-Whieldon  Date: mid-18th centuryAccession Number: 36.159.1a, b ",/art/collection/search/197819?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=397,https://images.metmuseum.org/CRDImages/es/mobile-large/DP-17961-013.jpg,es/web-additional/DP-17961-013.jpg,es/web-large/DP-17961-013.jpg,20th Century,Earthenware,"36.159.1a, b",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Kate and Harry Lucas, playing with a dog and a bird","Auguste Edouart (French, 1789–1861)",Auguste Edouart,unknown,unknown," Auguste Edouart (French, 1789–1861)   Date: 1826–49Accession Number: 60.603.13 ",/art/collection/search/786115?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=398,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP889918.jpg,dp/web-additional/DP889918.jpg,dp/web-large/DP889918.jpg,20th Century,Cut paper silhouette,70.03.13,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Kylix fragment with a seated dog,Attributed to the Brygos Painter,Brygos Painter,Greece,"Greek, Attic", Attributed to the Brygos Painter  Date: ca. 480 BCEAccession Number: 1995.290 ,/art/collection/search/256223?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=399,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1000-0 BCE,Terracotta,17.39.50,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Lady with a Dog,"Mather Brown (American, Boston, Massachusetts 1761–1831 London)",Mather Brown,USA,American," Mather Brown (American, Boston, Massachusetts 1761–1831 London)   Date: 1786Accession Number: 64.129 ",/art/collection/search/10246?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=400,https://images.metmuseum.org/CRDImages/ad/mobile-large/APS239.jpg,ad/web-additional/APS239.jpg,ad/web-large/APS239.jpg,18th Century,Illustration,66.09.00,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM0ODAzLDQwLjc4MDYxMzA4QGxtQDY4MzIyMTcyOTI0Mw==' target='_blank'>Gallery 774</a>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
